day_position,STATE_VALUE_PLUS_E_minus_E,F_minus_STATE_VALUE_PLUS_E,BETA_ONLY_minus_H,BETA_RELIABILITY_minus_BETA_ONLY,E_minus_BETA_RELIABILITY,F_minus_E,E_minus_H,F_minus_H,decile_STATE_VALUE_PLUS_E_minus_E,decile_F_minus_STATE_VALUE_PLUS_E,decile_BETA_ONLY_minus_H,decile_BETA_RELIABILITY_minus_BETA_ONLY,decile_E_minus_BETA_RELIABILITY,decile_F_minus_E,decile_E_minus_H,decile_F_minus_H,top30_STATE_VALUE_PLUS_E_minus_E,top30_F_minus_STATE_VALUE_PLUS_E,top30_BETA_ONLY_minus_H,top30_BETA_RELIABILITY_minus_BETA_ONLY,top30_E_minus_BETA_RELIABILITY,top30_F_minus_E,top30_E_minus_H,top30_F_minus_H
2730,-0.0834572202575604,0.03637446232728875,0.06337140975916936,0.00658858690100405,-0.00872300372331865,-0.047082757930271654,0.06123699293685475,0.0141542350065831,-0.03475395300704275,0.02349116225686325,0.0272725804990308,-0.0005157136023479498,-0.005294984678245101,-0.01126279075017945,0.02146188221843775,0.0101990914682583,-0.0307831235540409,0.02085267932464675,0.01334884887328365,-0.005685230907207899,0.0024529415803651,-0.009930444229394202,0.010116559546440801,0.00018611531704664994
2735,-0.00972711657214635,0.00361053304894305,0.0402994278406989,-0.00019415792489285016,-0.0077601958691219,-0.00611658352320325,0.0323450740466841,0.026228490523480752,-0.00714680120719995,-0.0022959602082847,0.0186666218360915,-0.00111526263863195,-0.00015337279233790008,-0.0094427614154847,0.01739798640512155,0.00795522498963685,0.0188813066342845,-0.0159214253382136,0.0155100145299608,0.01263857985225815,-0.0271191311689714,0.0029598812960708997,0.0010294632132475498,0.00398934450931845
2740,-0.00243811488707555,0.0057492581025944,0.0168621618599908,0.0085957246936048,-0.0109915649124797,0.00331114321551885,0.01446632164111595,0.01777746485663485,-0.007576221011736351,0.002982805977077,0.0038455803053021,0.00940006939637535,-0.00334538424926655,-0.0045934150346593,0.009900265452411,0.005306850417751649,0.02308215875436865,-0.0024806190049276,-0.016445144591853,0.0159767323396105,-0.01855272816028445,0.0206015397494411,-0.019021140412526852,0.0015803993369142002
2745,0.00589541465501885,0.00680683441094555,-0.0175776749110086,0.0053526688316685,-0.005799527488380449,0.012702249065964401,-0.01802453356772055,-0.0053222845017561,0.007943257747915551,0.0015493506060738499,0.00669102489055145,-0.0006563930017728,-0.007035690191805751,0.0094926083539894,-0.0010010583030271,0.00849155005096235,0.0186138798249885,-0.00098068428536255,-0.00908497714359925,-0.01137660827953365,0.01368955876678225,0.017633195539625952,-0.0067720266563507,0.0108611688832752
2750,-0.026468182400613098,0.032928723329562995,-0.00034668388746159984,0.00207884000163255,-0.00329110319803995,0.00646054092894985,-0.0015589470838689998,0.00490159384508085,-0.0066038650763084,0.0116797693349662,0.0062725457032258,-0.0012582078149709999,-0.012087295898104401,0.0050759042586577,-0.0070729580098495,-0.0019970537511918,-0.0194882961378122,0.0187247422232758,0.001584091829136,-0.023369728298469748,0.011903762792159451,-0.0007635539145363999,-0.0098818736771742,-0.0106454275917106
2755,0.0027682578450439,0.0074869980562083,-0.0082662568487408,0.0082807288992739,-0.0037363191425494,0.0102552559012522,-0.0037218470920164,0.0065334088092358494,-0.00404739676951725,0.00532320923077965,-0.0017797536111618499,-0.0045537696138348,0.0003571969748009,0.0012758124612623999,-0.0059763262501957,-0.0047005137889333005,-0.005682588434622901,0.005445411047549,-0.021267366118263402,0.0154719083725164,0.00048102380242200007,-0.00023717738707395002,-0.005314433943325,-0.0055516113303989995
2760,0.0168331566880953,-0.00026662841584079993,0.015441022230929451,0.00371619785011565,-0.0118929925071059,0.01656652827225445,0.00726422757393925,0.02383075584619375,0.0147136144388402,0.00137654613760835,-0.0002570173036314004,-0.0078932923433432,-0.0051001203195055,0.01609016057644855,-0.0132504299664801,0.0028397306099684997,-0.00784495023544875,0.0050553665108357,0.00510388010152385,0.00754686719301385,-0.0053323167841881,-0.0027895837246130002,0.0073184305103494995,0.00452884678573655
2765,0.05355279524323655,-0.035575004574375346,0.0016585456051556,0.00924796532171305,-0.0135825796423261,0.0179777906688612,-0.0026760687154574,0.015301721953403801,0.02080690657917525,-0.002801260670284,-0.00445748508286775,0.0043925555369197,-0.00592714429224545,0.01800564590889125,-0.00599207383819355,0.01201357207069765,-0.00876093885938945,0.00533294148820765,-0.0055751617609833505,0.0008427754354973205,0.0054696902167051505,-0.003427997371181818,0.0007373038912192,-0.0026906934799626496
2770,0.06947060490690254,-0.04465628367176275,0.01912278694575675,0.0045090100199514,-0.017915825285347797,0.0248143212351397,0.0057159716803604,0.0305302929155001,0.039229464016810045,-0.015306517741972298,0.008881277080062401,0.00630003881684665,-0.013847581481297399,0.0239229462748377,0.0013337344156117,0.025256680690449403,-0.019097121266531698,0.0241784873748353,0.01388808768533635,0.00121548992271225,0.00959754323897255,0.005081366108303599,0.0247011208470212,0.02978248695532475
2775,0.03671608516872475,-0.0238113291722052,0.0341139631198704,-0.0035592746683315,-0.0114103971452045,0.0129047559965195,0.01914429130633435,0.0320490473028539,0.01021527227887555,-0.0142096122026008,0.014169426090429298,-0.0030261734054918,0.0005742844271320003,-0.0039943399237252,0.011717537112069451,0.0077231971883442,-0.00626670688701165,-0.0040954469703137,-0.00959215362866715,0.0086630184824268,0.0095727472604873,-0.01036215385732545,0.0086436121142469,-0.0017185417430786
2780,0.03456966034199755,-0.0341274777574154,0.0170490390786082,0.00503017156676905,-0.00862756500651685,0.0004421825845820999,0.0134516456388604,0.013893828223442501,0.00926332492347745,-0.0185678523203023,0.00116753097956,0.00035901777296595003,0.00208392351795245,-0.00930452739682475,0.0036104722704784,-0.00569405512634635,0.0007303843701569001,0.01786189673778905,0.0206442082417197,-0.01359564580488945,-0.0054161806862491,0.018592281107945953,0.0016323817505811498,0.0202246628585271
2785,-0.0223852066179675,0.0156294906256836,0.01957242318276595,0.0041624879474408995,-0.0166849258332515,-0.0067557159922839,0.0070499852969553006,0.00029426930467145007,-0.01223170525883435,0.01279565165655985,0.007892762316464349,-0.00072619381022275,-0.00174298864492975,0.0005639463977255498,0.0054235798613119,0.0059875262590374494,-0.024749884197565998,0.0198695656998703,0.0037156240122082,-0.00284220551451045,0.01430629015861385,-0.0048803184976956,0.015179708656311599,0.01029939015861595
2790,-0.01393909210161175,0.0167011584797521,-0.02322647893701455,0.011296111783579199,-0.00573097133571405,0.0027620663781403,-0.0176613384891494,-0.014899272111009151,-0.0014275055159679501,0.0051977207588952004,-0.00430451130916405,0.00496648966147285,-0.005713007169499049,0.00377021524292725,-0.00505102881719025,-0.0012808135742629998,-0.02195755337209745,0.0308603099780157,-0.01782957951848705,0.0083560227494066,-0.01129937986843285,0.0089027566059182,-0.020772936637513298,-0.011870180031595049
2795,-0.0548136099839808,-0.0032531488949388,-0.06990428316117155,0.0340796747062687,-0.0034739741311843003,-0.05806675887891965,-0.039298582586087205,-0.09736534146500685,-0.0146752375765707,-0.0010363846260117,-0.02498949717819745,0.01053626759773945,-0.0008945534101022499,-0.01571162220258235,-0.0153477829905602,-0.03105940519314265,0.009043385197097999,-0.00509690653222305,-0.026122683348755,0.0011015127102533997,-0.00700179642687245,0.003946478664875,-0.032022967065374,-0.028076488400499
2800,-0.0368791413405189,0.0082385497903496,-0.0432034009780269,0.03593418012791515,-0.0161246358375371,-0.0286405915501693,-0.023393856687648852,-0.05203444823781825,-0.00570073944359455,0.0114256962523308,-0.0192031076589469,0.010564948541388348,-0.0033559787066836998,0.0057249568087362505,-0.01199413782424225,-0.00626918101550595,-0.02931290200212965,0.01935447753251835,-0.03368762190608925,0.03639256283640855,0.0015016713373673502,-0.009958424469611251,0.004206612267686699,-0.0057518122019246005
2805,-0.027055075858019098,0.0332414542441919,-0.07304248636793265,0.0332187991110648,-0.0048067547636372505,0.0061863783861728,-0.044630442020505104,-0.038444063634332296,-0.0068115534059298,0.009505479780071,-0.033550584773668804,0.0175226335560283,0.00093230879149445,0.0026939263741412494,-0.015095642426146,-0.0124017160520048,-0.01226088843468455,-0.0020679012763139496,-0.031132193507316202,0.005000004521571099,0.008624426027139,-0.014328789710998449,-0.017507762958606,-0.03183655266960455
2810,-0.0502967609208032,0.049650443206652045,-0.03734197336058285,0.0312875875340814,-0.01570110739030835,-0.0006463177141511002,-0.02175549321680975,-0.0224018109309609,-0.0191830098697788,0.0210340441739059,-0.01747458529377825,0.0112169190982471,-0.00505171442319725,0.0018510343041271,-0.01130938061872835,-0.009458346314601199,-0.01427195820724585,-0.00528498041094275,-0.0372835754960154,0.02176573976175855,0.024191710958257298,-0.0195569386181887,0.0086738752240004,-0.0108830633941882
2815,-0.056235371375003604,0.0726890727719437,-0.05713223499688885,0.03592975635007635,-0.01478086956750045,0.01645370139694,-0.035983348214312996,-0.0195296468173729,-0.01857378493812795,0.01953247028628505,-0.0234054690823834,0.0106249925219234,-0.00297229817085435,0.00095868534815705,-0.01575277473131435,-0.014794089383157301,-0.0264576984069814,0.03618057606460445,-0.040513074494083354,0.02705201214800275,-0.00554426132778945,0.009722877657622999,-0.0190053236738701,-0.00928244601624705
2820,0.0432042990327023,0.0039639952225607,-0.06485542377831245,0.02890807081619625,-0.0069143636038514,0.047168294255263046,-0.0428617165659676,0.00430657768929535,0.02723488551501745,-0.0007865065979884501,-0.033776624692865,0.01233071587771845,-0.00379246648463025,0.02644837891702905,-0.0252383752997768,0.0012100036172521499,0.0040373787215988,-0.00069687174012265,-0.02501025882180925,0.0344055371601522,-0.0110135330750684,0.0033405069814762003,-0.0016182547367255499,0.00172225224475065
2825,-0.0102394588387776,0.035792687847429554,-0.0306213689077737,0.0327179342429476,-0.00547418743532725,0.0255532290086519,-0.0033776221001534505,0.0221756069084985,0.0035886654499795003,0.0140471003082033,-0.01493360003882405,0.0103166044953484,-0.0071198328361198,0.0176357657581828,-0.011736828379595401,0.0058989373785873,0.00032839140039870023,-0.01348319244571025,0.01690938566704665,0.0067747712795002005,-0.00565136577206425,-0.01315480104531155,0.01803279117448255,0.0048779901291709
2830,0.0192209372334961,0.00484731203695065,-0.02986173585979205,0.021757850603397598,-0.004458004726682251,0.0240682492704468,-0.012561889983076651,0.0115063592873701,0.005487496089659051,0.0010664871926646,-0.010864980279519699,0.00245457204595565,-0.0002584491306819,0.00655398328232365,-0.00866885736424585,-0.0021148740819222,0.0197344847954809,-0.00993128513606885,0.0053163664725919,0.01244172155275005,-0.0328614082129206,0.009803199659412051,-0.01510332018757855,-0.0053001205281665
2835,0.011758874395829299,0.0039449226827324,-0.05026911970037385,0.02711591068762185,-0.001561829612065,0.015703797078561697,-0.02471503862481705,-0.0090112415462553,0.0069015851504605,0.0027950358858027,-0.0147664262709249,0.0024314417622231,-0.0041433976363342,0.00969662103626315,-0.016478382145035952,-0.00678176110877275,0.0247995015233755,-0.0184343337702254,-0.03617651119517775,0.0042058663908392,-0.0097719216098388,0.0063651677531499995,-0.041742566414177354,-0.0353773986610273
2840,-0.011729874611643699,0.016430979127420302,-0.0395242099406523,0.02642345437984565,-0.0117369090590844,0.0047011045157765,-0.024837664619891002,-0.020136560104114402,-8.871098524685002e-05,0.0057571822532486,-0.0101751776069746,0.00531788834451495,-0.0056644682870635,0.0056684712680017,-0.0105217575495231,-0.0048532862815213,-0.00145808286421625,0.012497819238342301,-0.051612226777554754,0.027246275284172297,-0.0115200078114867,0.0110397363741261,-0.0358859593048691,-0.024846222930742998
2845,-0.017644949448022848,0.0140514793179946,0.0021754060868351996,0.01148286570405575,-0.0214717879986225,-0.0035934701300282005,-0.00781351620773145,-0.0114069863377597,-0.01193998825571415,0.01496822508922545,0.0015911186317425,0.0056803713477596,-0.01307514464924835,0.0030282368335113495,-0.00580365466974615,-0.00277541783623485,0.0375396717136027,0.02351363470952485,-0.00606749309226865,0.0094691418732206,-0.0450012619296709,0.061053306423127604,-0.041599613148719,0.01945369327440855
2850,0.015809569664109,-0.012543287238544101,-0.02443771845918305,-0.0007294506171562501,-0.0049726294923539,0.0032662824255648,-0.03013979856869325,-0.02687351614312835,0.01806112919489505,-0.0023689775324751,-0.020976117263640348,-0.0007297958890658501,-0.0109900337892809,0.01569215166241985,-0.03269594694198715,-0.01700379527956725,-0.0007234605223251003,0.010350464979031401,0.0134128535049967,-0.00352846538492785,-0.0071247557721411,0.0096270044567063,0.0027596323479277002,0.0123866368046341
2855,0.009399657751094751,0.00261419941765795,0.0340435572197368,-0.0013128873207947,-0.0076751145635505,0.01201385716875275,0.025055555335391548,0.03706941250414435,0.00962102449593185,-0.00825884258551625,0.014681727050472802,0.0009931719949610998,-0.00452819838832615,0.0013621819104155499,0.01114670065710765,0.0125088825675233,-0.021424333906422052,0.02953401443470885,0.00906333316427965,0.01125626675784585,-0.00039313637341059984,0.0081096805282868,0.01992646354871485,0.02803614407700175
2860,-0.0155229702499154,0.030270985935650502,-0.0013423275649289998,0.00484265917994825,-0.0110004993070208,0.01474801568573505,-0.0075001676920015,0.0072478479937335,0.0042977944139366495,0.01271411546185215,-0.00929318168402275,0.0043731864334794,-0.0036911736857025996,0.017011909875788902,-0.00861116893624595,0.0084007409395429,-0.0187657980073709,0.02732092418203435,0.0020018211294275997,-0.010378459654748401,0.0169575121370144,0.0085551261746635,0.0085808736116936,0.017135999786357
2865,-0.07358372214956299,0.056707716325999455,0.00686551624843125,-0.0025930157088350494,-0.0006926600180192,-0.0168760058235635,0.0035798405215768502,-0.013296165301986549,-0.05094741939405925,0.048012063356796905,-0.01488795794589385,0.0035626880274080997,0.0059282527480305994,-0.0029353560372624,-0.0053970171704552,-0.00833237320771755,-0.037604448525235,0.02906844549967595,-0.0025673139374703,-0.0174442304298281,0.0196254191299279,-0.00853600302555905,-0.0003861252373705002,-0.0089221282629296
2870,0.06417651688511895,-0.029286249424015247,0.023846133658947798,-0.0002621046442203502,1.6079846621800003e-05,0.0348902674611037,0.0236001088613493,0.058490376322453096,0.0343906905069436,-0.0238666694270808,0.0102227515683907,-0.00451545941523205,0.01237228868784525,0.01052402107986275,0.0180795808410039,0.0286036019208667,0.02546974038705225,-0.0472389309977491,-0.016669239476323098,0.01065129758790135,0.0259730973591407,-0.021769190610696848,0.0199551554707189,-0.0018140351399778998
2875,-0.0929438502556415,0.07379622752362461,0.06008984470066665,0.009058863733514999,-0.0105059324886331,-0.019147622732016797,0.058642775945548495,0.0394951532135316,-0.0519826041877119,0.039749421865477946,0.0268006359351905,0.0047874445961497,0.00049350771029515,-0.01223318232223385,0.03208158824163545,0.0198484059194015,-0.07754361148302749,0.0733364375773817,0.0334856999494756,0.007016382087022,-0.0041567721016084,-0.0042071739056458,0.0363453099348892,0.0321381360292434
2880,0.0530445959601679,-0.0056100439258273006,0.04192586247709265,0.02271591771957995,-0.010591355188671249,0.047434552034340605,0.05405042500800135,0.101484977042342,0.0205255856298208,-0.00590322361640565,0.0190474391146987,0.0017748894893581,0.00807501420716405,0.01462236201341505,0.0288973428112209,0.04351970482463605,-0.009824130210715001,0.0278238018043339,0.0171270192212735,-0.0044188900229831,0.02025094753286485,0.01799967159361885,0.0329590767311553,0.05095874832477415
2885,-0.013410567618933451,0.0292633121937814,-0.0008436860818645999,0.03667222142744365,-0.01875251653167555,0.015852744574847852,0.0170760188139034,0.03292876338875135,-0.00391502928747385,0.0048357973224964,0.0025444387721006998,0.00466322089801555,-0.00138049451047395,0.0009207680350225001,0.0058271651596423,0.0067479331946648,0.0115863983141025,-0.00451939932827365,-0.01891467692330475,0.027208420977694853,-0.0214665115422879,0.007066998985828799,-0.013172767487897799,-0.006105768502069
2890,0.00022129189174009993,0.0090797950345197,-0.0140960083554947,0.024720790611353897,-0.0111801437066186,0.0093010869262598,-0.0005553614507594001,0.0087457254755004,0.0018597746306501502,0.0010049795235646,-0.0046321560600264,0.00604145673739855,-4.195638796429996e-05,0.0028647541542146998,0.0013673442894078002,0.0042320984436225,0.0121813700398585,-0.00660392670736955,-0.00397079435642805,0.00459536026270745,-0.005385437138223349,0.0055774433324889,-0.00476087123194395,0.000816572100545
2895,0.00949442416073915,0.0073292845820552505,-0.02089296746663305,0.01891061558910015,-0.0136809342091765,0.0168237087427945,-0.0156632860867094,0.0011604226560851,0.0016456822716221999,0.0006374306036377501,-0.0073059443431925,0.0072088507737803,-0.0020012883838902503,0.00228311287526,-0.00209838195330255,0.00018473092195749996,-0.0139508737910849,0.033844940275109,-0.0146052254751945,0.01295567478518925,0.00240932356876625,0.0198940664840241,0.0007597728787611,0.020653839362785198
2900,-0.049995050920702,0.0404259759448676,0.09452239736635884,-0.016086174206725798,-0.02714679060333785,-0.009569074975834299,0.05128943255629515,0.04172035758046075,-0.022670161076396453,0.021857201722306,0.025259325415952702,-0.005350830119786499,-0.00659041031699375,-0.0008129593540904501,0.01331808497917235,0.0125051256250819,0.030161276381598552,-0.0049431007530074,-0.020342028327286148,0.0020293952722568002,-0.008513824606294849,0.0252181756285911,-0.0268264576613243,-0.0016082820327331503
2905,0.0021820686656537497,0.0157683875309082,0.05356540428681025,-0.016668756075482502,-0.0032510849651435,0.01795045619656195,0.0336455632461842,0.051596019442746194,0.008500951557130751,-0.0053081343611007005,0.01718744300130525,-0.0102334083325461,0.00365097568321225,0.0031928171960299997,0.0106050103519714,0.0137978275480014,-0.0011840759746216,0.0043425620999186995,-0.0068627742895235,-0.0003106296528130998,-0.004281709299660451,0.0031584861252971002,-0.01145511324199705,-0.0082966271167
2910,-0.0204544866592968,0.0390935587596265,-0.0029770879598613005,0.0029158229722443,0.009911734715234499,0.01863907210032965,0.00985046972761755,0.02848954182794725,-0.0006332550219090498,0.0061214827726958,0.00336142478021975,-0.0006583306164848501,0.0030133656664041502,0.0054882277507867505,0.0057164598301391,0.011204687580925899,0.006711740051567451,0.0072820691227131,0.02274645243041195,0.0035999740577987,-0.0032993934104903503,0.0139938091742806,0.023047033077720352,0.03704084225200095
2915,-0.004896822567212,0.011930917866919551,-0.04372336919288375,0.017014451561063952,0.011909471531937249,0.0070340952997075,-0.01479944609988245,-0.00776535080017485,-0.0037720908193776,0.00159218031359725,-0.0002529216992274001,0.00063685849744945,0.0017342185313429497,-0.00217991050578035,0.0021181553295651,-6.175517621530009e-05,0.00993310344250245,0.007624822020685899,-0.0102898584407133,0.0061376667736719,-0.0126313786488026,0.0175579254631884,-0.016783570315844,0.0007743551473443501
2920,-0.08896478348846204,0.023832691909738003,-0.13060977637705484,0.03861079065061235,0.019222813001539,-0.06513209157872404,-0.0727761727249034,-0.13790826430362751,-0.0381872912851452,0.0054503471016134,-0.036324517053749394,0.0066350774203801,0.01111465261318355,-0.0327369441835317,-0.0185747870201856,-0.0513117312037174,-0.02870385712400695,0.01131648595619475,0.0030677112285048,-0.01560204074485225,0.01860905254337315,-0.017387371167812152,0.00607472302702565,-0.0113126481407865
2925,-0.06048535035794095,-0.00146533819740325,-0.11802976256124184,0.0452951013819366,0.0060742597426336,-0.06195068855534415,-0.06666040143667155,-0.12861108999201576,-0.0359933828815622,0.0037713818591813995,-0.05489515936210935,0.02622430516307505,4.988377885065001e-05,-0.03222200102238075,-0.028620970420183498,-0.060842971442564356,-0.015133569855242949,-0.01017042109742755,-0.03625425839175775,-0.00187014952922855,0.0111044891489048,-0.02530399095267055,-0.0270199187720815,-0.05232390972475205
2930,-0.03366714227919225,-0.0039438525526163,-0.09132023896136215,0.050052927326731,-0.00871553566749455,-0.03761099483180855,-0.049982847302125696,-0.08759384213393435,-0.0256465449824733,0.0054706973160803495,-0.022363279186084703,0.014637156677657949,-0.00236147380673095,-0.020175847666392903,-0.01008759631515765,-0.0302634439815506,-0.024346806082273,0.0025410090262691,-0.0425689013674855,0.018936912032465048,0.000213689977924,-0.0218057970560039,-0.0234182993570963,-0.045224096413100254
2935,0.0498601218664618,-0.013994670105023099,-0.09879275709121195,0.040856332965578654,0.0021361560015308997,0.035865451761438696,-0.055800268124102353,-0.01993481636266365,0.0229984185789082,-0.01466292873631635,-0.037954088549947904,0.029039922539371953,-0.00949259079058645,0.0083354898425918,-0.0184067568011624,-0.01007126695857055,-0.0449725536319116,-0.014797970031698499,0.0161518297468622,0.031494893940786445,-0.0017263290782769496,-0.0597705236636102,0.04592039460937175,-0.0138501290542384
2940,-0.02790996759341765,0.0223051977237008,-0.00035524872578070004,-0.0029574541520220998,-0.0103451650025769,-0.00560476986971685,-0.01365786788037975,-0.0192626377500967,-0.0103350772192695,0.003883673506933351,0.02282875152763535,-0.0095713503951143,-0.00108152755207555,-0.0064514037123360995,0.01217587358044555,0.0057244698681094,0.01433613437111485,-0.037392366817220996,0.02545573281240645,-0.03358158943980615,0.044527722937831,-0.0230562324461061,0.03640186631043125,0.01334563386432515
2945,-0.045329908870633845,0.045354789122160455,0.0157645691014089,-0.0103114686517263,-0.01894721948490775,2.4880251526650005e-05,-0.0134941190352252,-0.0134692387836986,-0.020412888509313047,0.01179172175056225,0.0009524346926561499,0.0171916603406619,-0.0137893663021245,-0.0086211667587507,0.004354728731193551,-0.004266438027557175,-0.029495631406704553,0.0255210498735929,-0.019199602119624598,-0.006811373704113,0.01274139982803405,-0.00397458153311165,-0.013269575995703501,-0.0172441575288151
2950,0.05510722441470055,-0.0340335680536517,0.02863635410118365,-0.01580636548400815,-0.01065772965173045,0.021073656361048798,0.0021722589654450002,0.02324591532649385,0.0242955194395211,-0.01323415967811525,0.02071747430605715,-0.0010260465667464498,-0.00605660160467515,0.01106135976140575,0.01363482613463545,0.0246961858960413,0.052719075219162345,-0.0239045378538624,0.040475045594697154,-0.02070078364728635,-0.020284699175196298,0.028814537365299903,-0.0005104372277855498,0.028304100137514297
2955,-0.00039707672065165,0.01224670788392115,0.04918133447683705,-0.00957102077012395,-0.00707252251193185,0.011849631163269451,0.0325377911947811,0.0443874223580506,-0.008222107737696351,0.012821191644572051,0.0223149765378724,-0.0009578929777599999,-0.0051296330061769,0.0045990839068756,0.016227450553935402,0.02082653446081105,-0.0318832921223171,0.02204292760094775,0.00882899709977205,-0.0033412124651173002,0.014636246073253749,-0.00984036452136925,0.0201240307079084,0.010283666186539149
